,wavenumber,absorbance,absorbance_byweight
0,4000.122,0.01308742427128018,0.0014012113035960596
1,3999.64,0.013069722209387624,0.0013993160239209566
2,3999.158,0.013054866187752201,0.0013977254568994762
3,3998.676,0.013044175464898111,0.0013965808495729117
4,3998.194,0.013037656426564848,0.0013958828856334992
5,3997.712,0.01303324401582695,0.0013954104687794345
6,3997.23,0.01302855688533977,0.001394908638924764
7,3996.747,0.013021153595051405,0.0013941160021292546
8,3996.265,0.0130100275000683,0.001392924781478647
9,3995.783,0.012995582123811578,0.001391378180399928
10,3995.301,0.012978392116030135,0.001389537724041749
11,3994.819,0.012959243046019697,0.0013874875197543509
12,3994.337,0.01293779074537027,0.0013851907189832411
13,3993.855,0.012912822871324114,0.0013825175216745078
14,3993.373,0.012883035583762803,0.001379328331565804
15,3992.891,0.012848267131000957,0.0013756058306360105
16,3992.408,0.012809724467131578,0.0013714792419990858
17,3991.926,0.012770861545574719,0.001367318364820546
18,3991.444,0.012735835893115777,0.0013635683266828662
19,3990.962,0.012707701651290315,0.0013605561207020108
20,3990.48,0.0126879703039402,0.0013584435746143261
21,3989.998,0.012674490303197672,0.0013570003319241383
22,3989.516,0.012663892247397057,0.0013558656460397238
23,3989.034,0.012651233092106473,0.001354510287558218
24,3988.551,0.012632402816301957,0.001352494215124086
25,3988.069,0.012605544624540999,0.0013496186300502382
26,3987.587,0.012570330162955057,0.0013458483769735843
27,3987.105,0.012528557552863084,0.0013413759726082707
28,3986.623,0.012481775662905314,0.0013363672473118606
29,3986.141,0.012430547922238633,0.0013308825248949858
30,3985.659,0.012375281300456509,0.001324965377750714
31,3985.177,0.012315697696906991,0.0013185860309004873
32,3984.695,0.012252445898552233,0.0013118139470289529
33,3984.212,0.012187591855730706,0.0013048703180916037
34,3983.73,0.012124831093401123,0.0012981508072256267
35,3983.248,0.012068584816973038,0.0012921287728907902
36,3982.766,0.01202213524231277,0.0012871556270897463
37,3982.284,0.011987549833593514,0.0012834527238574228
38,3981.802,0.011963848919750886,0.0012809151742454092
39,3981.32,0.011948548001485704,0.0012792769741546838
40,3980.838,0.011938140935773722,0.0012781627367149382
41,3980.356,0.011929957672726088,0.0012772865917650257
42,3979.873,0.01192273082212425,0.0012765128455684636
43,3979.391,0.01191633960261107,0.0012758285666118103
44,3978.909,0.011910896047186648,0.0012752457497615009
45,3978.427,0.011905271373201964,0.0012746435413664022
46,3977.945,0.011896997989969349,0.0012737577476560262
47,3977.463,0.011881671628722112,0.0012721168235003272
48,3976.981,0.011855380262216775,0.0012693019258420378
49,3976.499,0.011814609839571055,0.0012649368211522683
50,3976.016,0.011760435713922823,0.0012591366426261302
51,3975.534,0.01169628321553573,0.0012522681248772875
52,3975.052,0.01162854283892989,0.001245015469240666
53,3974.57,0.0115642171972139,0.001238128413818973
54,3974.088,0.011509347359139444,0.0012322537485110613
55,3973.606,0.011467108607690846,0.0012277314364997176
56,3973.124,0.011437257162222103,0.0012245353772941433
57,3972.642,0.01141622980415935,0.0012222840732031657
58,3972.16,0.01139865274843288,0.001220402177372684
59,3971.677,0.01137961425435996,0.0012183638119506227
60,3971.195,0.011354394439193949,0.0012156636404460765
61,3970.713,0.01132088966577205,0.0012120764359457826
62,3970.231,0.01127828879225723,0.0012075153531632046
63,3969.749,0.011228503929027078,0.0012021851131052616
64,3969.267,0.01117400676446978,0.0011963503482646967
65,3968.785,0.011118777092678611,0.0011904371571887788
66,3968.303,0.0110670659052714,0.0011849006743167162
67,3967.82,0.011022124926046373,0.0011800890470033897
68,3967.338,0.010985538892231639,0.001176171945893781
69,3966.856,0.010956328943117932,0.0011730445688005351
70,3966.374,0.010931287626395614,0.0011703635083167513
71,3965.892,0.010905070673295936,0.0011675565777651278
72,3965.41,0.010872069001993001,0.0011640232381324614
73,3964.928,0.010829329635106966,0.0011594473274912306
74,3964.446,0.010777129740961344,0.0011538585209998058
75,3963.964,0.010719671154800214,0.0011477066901468623
76,3963.481,0.010664131855549708,0.0011417603486597607
77,3962.999,0.010618119582170293,0.001136834022728319
78,3962.517,0.010586759072776286,0.00113347639487592
79,3962.035,0.010570586272273252,0.0011317448462987575
80,3961.553,0.01056429232173528,0.001131070981491193
81,3961.071,0.010559274223733928,0.0011305337164422193
82,3960.589,0.010545799075781681,0.0011290909933183307
83,3960.107,0.01051695111042339,0.0011260023721880073
84,3959.624,0.010470832066774016,0.0011210646148468355
85,3959.142,0.010411520663312968,0.0011147144112285312
86,3958.66,0.010347816063921544,0.0011078938479986674
87,3958.178,0.010288826855766486,0.0011015781403740255
88,3957.696,0.010241647728878922,0.0010965268847168126
89,3957.214,0.010208532983258523,0.0010929814387285722
90,3956.732,0.01018572587546096,0.0010905395848858411
91,3956.25,0.010165631407662024,0.001088388161134614
92,3955.768,0.010139029293667168,0.001085539993148577
93,3955.285,0.010099721927011251,0.0010813315312441418
94,3954.803,0.010045596058696371,0.0010755365194123488
95,3954.321,0.009980252404253376,0.0010685404699739024
96,3953.839,0.009910792666015356,0.001061103730066454
97,3953.357,0.009845953006527464,0.001054161641087561
98,3952.875,0.009792719513030845,0.0010484621717900722
99,3952.393,0.009753260504089534,0.0010442374742322344
100,3951.911,0.009724735734125467,0.0010411834561704957
101,3951.429,0.009701080360117076,0.001038650782302492
102,3950.946,0.009674000407975503,0.001035751454348031
103,3950.464,0.009636753540324006,0.0010317636007494161
104,3949.982,0.009587391047527927,0.0010264785819828642
105,3949.5,0.00952725712682656,0.0010200403151650603
106,3949.018,0.00946281705413543,0.001013141008136594
