slope,intercept,r_value,p_value,std_err,C_rel,temperature,file
-7.109690218424333e-05,-0.2297377225548325,-0.9901787169373644,0.0,1.2037876974289954e-07,0.1384730974848962,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_1_repro_01.txt
-0.0006484663401633529,-0.19461959070254786,-0.9983300425127677,0.0,9.701386729693544e-07,0.3730604626978447,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_1_repro_02.txt
-0.0005782907403028913,-0.21805224820215874,-0.9984796432959898,0.0,7.847487551234984e-07,0.39001606676994555,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_2_repro_01.txt
-0.0001496934538908583,-0.2762180832008327,-0.9963353300315289,0.0,1.6321897310157511e-07,0.189321648532576,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_2_repro_02.txt
-0.00010289834336703414,-0.2639890530039104,-0.9932161227061233,0.0,1.43723153249164e-07,0.18326401880221402,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_3_repro_01.txt
-5.497410163499742e-05,-0.19014064118684765,-0.9919176405523044,0.0,8.548486067258771e-08,0.09651776079117602,235.0,SR_TGA_0120_Z11_P1-001-3_BM_iso235_ratio_3_repro_02.txt
-6.986661014943198e-05,-0.21813159230123141,-0.9915559064816906,0.0,1.0985882658582273e-07,0.11699502223216533,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_1_repro_01.txt
-0.0007367956976864558,-0.28656052366216933,-0.9948327584547049,0.0,2.1405336093346444e-06,0.37349918641964175,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_1_repro_02.txt
-0.0006499326201410753,-0.1995271225388009,-0.9986860411918939,0.0,8.666125833221408e-07,0.3886392925421659,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_2_repro_01.txt
-0.00022432320976534871,-0.2740733590177787,-0.9966828847609008,0.0,2.8474545068659497e-07,0.19546151019677732,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_2_repro_02.txt
-0.0002709570191552998,-0.2590449154177045,-0.9970506706072773,0.0,3.550314923258013e-07,0.21124543446576277,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_3_repro_01.txt
-7.528474527454522e-05,-0.22350020177572094,-0.9927697497545133,0.0,1.0905379164441579e-07,0.11550942724521793,240.0,SR_TGA_0120_Z11_P1-001-3_BM_iso240_ratio_3_repro_02.txt
-5.969495490044981e-05,-0.20295546306465814,-0.9919422108926821,0.0,9.202565879539934e-08,0.0999913376926571,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio1_repro_01.txt
-0.0007368085319081507,-0.2764053563085054,-0.9963604933564538,0.0,1.7879004121447044e-06,0.3907318543850183,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio1_repro_02.txt
-0.0020805684142909853,-0.23530546986394874,-0.9965897803798863,0.0,8.12976510237505e-06,0.43729882664872427,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio2_repro_01.txt
-0.0003772365698246657,-0.2645941017680559,-0.9970605201483782,0.0,5.850559167153698e-07,0.22409913872284729,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio2_repro_02.txt
-0.00021006581798457916,-0.2719658320486246,-0.996576033008627,0.0,2.623825270787618e-07,0.19391793251351264,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio3_repro_01.txt
-7.401253055927426e-05,-0.21293606938234494,-0.9935851553942033,0.0,1.0119879568074927e-07,0.0971456840362621,245.0,SR_TGA_0120_Z11_P1-001-3_BM_iso245_ratio3_repro_02.txt
-0.0011334333684125096,-0.24715395907598192,-0.9972478887089546,0.0,2.939043007995527e-06,0.385814701984986,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio1_repro_01.txt
-0.0011375057374700805,-0.33165233856937415,-0.9917584963543825,0.0,5.319942813699506e-06,0.3768628218544691,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio1_repro_02.txt
-0.00020966377361881575,-0.26399821909648635,-0.9971381519114849,0.0,2.377881620739262e-07,0.15954006943010984,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio2_repro_01.txt
-0.0003798450167839697,-0.27494746802324055,-0.9970916681257194,0.0,5.888434492638103e-07,0.19853044140113305,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio2_repro_02.txt
-0.00013880560739756105,-0.25728530525595283,-0.9973828654507145,0.0,1.2194026265320697e-07,0.13074404672682396,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio3_repro_01.txt
-0.00015464779736390225,-0.2755363618426849,-0.9967100008445734,0.0,1.619868338569425e-07,0.14633230424737284,250.0,SR_TGA_0120_Z11_P1-001-3_BM_iso250new_ratio3_repro_02.txt
-0.00011282067671986045,-0.22502152922430108,-0.9973950422513866,0.0,9.747376965287298e-08,0.10532442970342386,255.0,SR_TGA_0120_Z11_P1-001-3_BM_iso255_ratio1_repro_01.txt
