slope,intercept,r_value,p_value,std_err,C_rel,temperature,file
-0.0011266372200501229,-0.13844518334481448,-0.9993018397257379,0.0,1.426415058014808e-06,0.23018422373041394,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_1_repro_01.txt
-0.001062522349491762,-0.133904561179219,-0.9992934934293577,0.0,1.3146356571899486e-06,0.2286020317292453,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_1_repro_02.txt
-0.0007864361692620128,-0.13877604535047605,-0.9992310193279444,0.0,8.745851495126063e-07,0.22773760673612353,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_1_repro_03.txt
-0.004449598499629244,-0.03048462075696523,-0.9997771823926025,0.0,6.263136874620129e-06,0.49671357283548734,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_2_repro_01.txt
-0.0026533213485110158,-0.03797057367945533,-0.9998542541447077,0.0,2.315000266187866e-06,0.4709609458430805,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_2_repro_02.txt
-0.004039715906629818,-0.03377188783944518,-0.9996740105539748,0.0,6.564857708463444e-06,0.47716590592495356,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_2_repro_03.txt
-0.00018558778701960159,-0.17495911173039258,-0.9990284799208603,0.0,1.128899601924203e-07,0.09217418860931395,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_3_repro_01.txt
-0.00032606205476641683,-0.1747445617586384,-0.9988496335517355,0.0,2.8602888871399654e-07,0.12174523210429163,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_3_repro_02.txt
-0.00027055502571725256,-0.16722810286386858,-0.9990653204414234,0.0,1.9447886871856108e-07,0.1091835555424705,230.0,SR_TGA_0090_Z03_P1-001-3_BM_iso230_ratio_3_repro_03.txt
-0.001608858719069315,-0.12501745175708412,-0.999135116231055,0.0,2.7176860624065566e-06,0.22641749640367115,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_1_repro_01.txt
-0.0021521886552138113,-0.09721670117278991,-0.9994279765542737,0.0,3.406673659975219e-06,0.2561281776117611,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_1_repro_02.txt
-0.0017618983662538437,-0.12325645500343785,-0.9992677238163319,0.0,2.861109828301041e-06,0.23122489865740867,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_1_repro_03.txt
-0.006953243384933716,-0.02042810999172151,-0.9996153548628515,1.4899005537532412e-224,1.6132060742295397e-05,0.49306340713005353,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_2_repro_01.txt
-0.003392990347487078,-0.048411236883065145,-0.999806758469203,0.0,3.877617358970318e-06,0.4477554314197976,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_2_repro_02.txt
-0.004465061928848225,-0.09344702709449504,-0.9987077872257125,2.2641429393587195e-285,1.5353544794772575e-05,0.46501701462440825,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_2_repro_03.txt
-0.0003398093370621623,-0.16148114660027113,-0.9992523474913141,0.0,2.4507467801430584e-07,0.10589559052341382,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_3_repro_01.txt
-0.0003145052193057984,-0.17710745406074124,-0.9990408213602959,0.0,2.4802545188222017e-07,0.11398911511896803,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_3_repro_02.txt
-0.0003845547501518761,-0.16608687111739895,-0.9991450530067193,0.0,3.166581677863699e-07,0.13024281428790876,240.0,SR_TGA_0091_Z03_P1-001-3_BM_iso240_ratio_3_repro_03.txt
-0.000822736420791508,-0.2187144063356965,-0.9981162156237918,0.0,1.4886845281582391e-06,0.18226281927985144,240.0,SR_TGA_0092_Z03_P1-001-3_BM_iso240_ratio_4_repro_01.txt
-0.0009860207777163004,-0.19593224469531612,-0.9986806839625115,0.0,1.6253583434451123e-06,0.18993071507875933,240.0,SR_TGA_0092_Z03_P1-001-3_BM_iso240_ratio_4_repro_02.txt
-0.0007904746256775377,-0.19756390483714936,-0.9986693133605883,0.0,1.1705980904467884e-06,0.1734069099013922,240.0,SR_TGA_0092_Z03_P1-001-3_BM_iso240_ratio_4_repro_03.txt
-0.012231970464712838,0.035022264116324475,-0.999567157510164,2.3539313035010203e-127,3.9756712033917765e-05,0.5216154549070421,250.0,SR_TGA_0092_Z03_P1-001-3_BM_iso250_ratio_1_repro_01.txt
-0.0072812961512504805,-0.02562181740226066,-0.9994995130680964,2.2474602118325954e-210,1.954680276885104e-05,0.4641022817621534,250.0,SR_TGA_0092_Z03_P1-001-3_BM_iso250_ratio_1_repro_02.txt
-0.008088361478270861,-0.04553866634649961,-0.999016708516734,5.7771196405999674e-167,3.2498045006774674e-05,0.47386409654167,250.0,SR_TGA_0092_Z03_P1-001-3_BM_iso250_ratio_1_repro_03.txt
-0.002103040535458843,-0.13103550319546298,-0.9990840234172736,0.0,4.190659272807622e-06,0.22653871046573879,250.0,SR_TGA_0092_Z03_P1-001-3_BM_iso250_ratio_2_repro_01.txt
-0.002615937431259387,-0.10837674877811898,-0.999293058306058,0.0,5.088956138105243e-06,0.23870059348057354,250.0,SR_TGA_0092_Z03_P1-001-3_BM_iso250_ratio_2_repro_02.txt
