slope,intercept,r_value,p_value,std_err,C_rel,temperature,file
-0.002978375406086429,-0.061991075606659285,-0.9997614175525531,0.0,3.5342034994062167e-06,0.4476080533878883,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_1_repro_01.txt
-0.0026803871029359356,-0.06253317187543639,-0.9997408972928785,0.0,3.1473060613836015e-06,0.402463962875447,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_1_repro_02.txt
-0.001506066210777403,-0.1278520088546231,-0.9994562238403986,0.0,1.9399672584458774e-06,0.21166868983476003,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_2_repro_01.txt
-0.001706998569816887,-0.14073282301717827,-0.9994675901202252,0.0,2.3218461396381696e-06,0.21606549889844417,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_2_repro_02.txt
-0.00030306704868711154,-0.17321486050361068,-0.9989610936233958,0.0,2.4360441769991806e-07,0.0871294374467178,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_3_repro_01.txt
-0.0008655629755307757,-0.1569092106849861,-0.9991552234339565,0.0,1.0557951502947165e-06,0.14724302013559407,230.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso230_ratio_3_repro_02.txt
-0.003393939078901113,-0.07684928495552668,-0.9997980300144703,0.0,3.97882268954833e-06,0.44692098543362024,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_1_repro_01.txt
-0.0015970266402088194,-0.15234764547734791,-0.9991592543311182,0.0,2.644534731575717e-06,0.1981259433486049,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_1_repro_02.txt
-0.0006837875891540634,-0.1848785834820239,-0.9985432142626042,0.0,9.781308910480786e-07,0.12137105486997621,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_1_repro_03.txt
-0.004060783864768159,-0.11041508250799836,-0.9977016370848025,6.403712031224407e-285,1.7728668625283473e-05,0.4460692305340174,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_2_repro_01.txt
-0.00041172422879257124,-0.1533045231663832,-0.9993422671031946,0.0,3.056697411406766e-07,0.08042024117500243,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_2_repro_02.txt
-0.00041015788135561915,-0.1976151742294916,-0.998417634030904,0.0,4.756324115111269e-07,0.09776817625916032,235.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso235_ratio_3_repro_01.txt
-0.007057916515040383,-0.1084305131563158,-0.9962098434636382,3.4399442981018564e-147,5.264984229662919e-05,0.4512557693569674,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_1_repro_01.txt
-0.006350889932175528,-0.09969664486449459,-0.9981911131626889,1.670167746385816e-187,3.102582252055561e-05,0.40146911032810584,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_1_repro_02.txt
-0.002044914536275403,-0.12443423845225132,-0.9992593540480307,0.0,3.5868508309243608e-06,0.19617923677608792,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_2_repro_01.txt
-0.0022059758759538574,-0.15218901751044533,-0.9990453695664037,0.0,4.588105293158514e-06,0.198496950264721,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_2_repro_02.txt
-0.0013670033803276616,-0.17423654437578495,-0.9987699519663472,0.0,2.5451404984446277e-06,0.14777002391827943,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_3_repro_01.txt
-0.0010064711062428913,-0.19230256027796377,-0.9982366069899996,0.0,1.9286467461112396e-06,0.13478031318302736,240.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso240_ratio_3_repro_02.txt
-0.007526315134291072,-0.14038928555538566,-0.9942106278350361,6.0916125841952395e-124,7.246361107484676e-05,0.4415386609700421,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_1_repro_01.txt
-0.006052267468631637,-0.1281196027182967,-0.9964056725696142,2.6116603987126124e-171,4.093422703983014e-05,0.4176989600475471,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_1_repro_02.txt
-0.005688144175670431,-0.13146145700923362,-0.9978843674739447,2.3683023767831444e-201,2.85917690912871e-05,0.2681213274755334,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_2_repro_01.txt
-0.003040971330845791,-0.13483896366981596,-0.9991527463549623,0.0,7.002210495721973e-06,0.20726984654029942,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_2_repro_02.txt
-0.0003791367204839748,-0.25058854889687876,-0.9961942260446118,0.0,6.667869933093996e-07,0.08717272089510382,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_2_repro_03.txt
-0.0007533686267398573,-0.2005266105814597,-0.998456222189363,0.0,1.1723378655154257e-06,0.0948072876392815,245.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso245_ratio_3_repro_01.txt
-0.007929891049225432,-0.12484267550363293,-0.9963975031983204,1.8794188220783536e-130,6.16125633684961e-05,0.43407708214158797,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_1_repro_01.txt
-0.006200343087523757,-0.14679235075144792,-0.9970238665828658,4.348015382671202e-171,3.888715745150458e-05,0.416441930890994,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_1_repro_02.txt
-0.0036345324928216487,-0.15382532755041067,-0.9981736608212484,1e-323,1.3537791448131502e-05,0.19871754239113068,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_2_repro_01.txt
-0.0018169935183532616,-0.22075049481504538,-0.9975530129197158,0.0,5.595224397072774e-06,0.14420808990449108,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_2_repro_02.txt
-0.003882971728052821,-0.15946226786093676,-0.9984500462790339,1.2623472027312e-310,1.3799912969454102e-05,0.21629338277922885,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_2_repro_03.txt
-0.0008834843700073839,-0.18101766354265303,-0.9989471253063505,0.0,1.2239016492166945e-06,0.09126141470058803,250.0,SR_TGA_0121_Z13p_P1-001-3_BM_iso250_ratio_3_repro_01.txt
