slope,intercept,r_value,p_value,std_err,C_rel,temperature,file
-0.0001764344173644527,-0.1899724617305989,-0.9990196280532192,0.0,1.0543174478583818e-07,0.09941911900260825,235.0,SR_TGA_0094_Z01_P1-001-3_BM_iso235_ratio_4_repro_01.txt
-0.0028384145120421166,-0.07528084553631165,-0.9996152770801596,0.0,4.168272266849221e-06,0.45010089670882775,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_1_repro_01.txt
-0.0032426966523276283,-0.04700364927162559,-0.999525342725508,0.0,5.713540720855603e-06,0.45700295218573395,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_1_repro_02.txt
-0.00020999012084170441,-0.192213030455334,-0.9989224773766046,0.0,1.4337972952958988e-07,0.12073993635036152,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_1_repro_03.txt
-0.000577667907843403,-0.15306043069016406,-0.9990905341819819,0.0,6.01131966191863e-07,0.20126898976199367,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_2_repro_01.txt
-0.0008632056235115222,-0.11144977308150239,-0.99942431546416,0.0,8.674936287100251e-07,0.2365161990405742,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_2_repro_02.txt
-0.00024212478334953633,-0.21435712028155696,-0.996959612973783,0.0,3.0194303524336497e-07,0.14553245982032095,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_3_repro_01.txt
-0.00024876641747946423,-0.22491169176817283,-0.9964269872491412,0.0,3.414286218294145e-07,0.1615299857380376,230.0,SR_TGA_0095_Z01_P1-001-3_BM_iso230_ratio_3_repro_02.txt
-0.004023907957794152,-0.04572295491329792,-0.999761214971192,0.0,5.562555624509483e-06,0.5068579913485785,240.0,SR_TGA_0095_Z01_P1-001-3_BM_iso240_ratio_1_repro_01.txt
-0.005403533145622166,-0.05327614868652131,-0.9995521234368921,7.702758025083918e-281,1.1958931053737803e-05,0.45086285406419513,240.0,SR_TGA_0095_Z01_P1-001-3_BM_iso240_ratio_1_repro_02.txt
-0.00023331638552728196,-0.19782583122046837,-0.9989358348835325,0.0,1.6750250952379015e-07,0.10938878664748937,240.0,SR_TGA_0095_Z01_P1-001-3_BM_iso240_ratio_1_repro_03.txt
-0.0010523121597190775,-0.15663243720629605,-0.9990241293239163,0.0,1.5330063298979027e-06,0.19901067101622846,240.0,SR_TGA_0095_Z01_P1-001-3_BM_iso240_ratio_2_repro_01.txt
