,temperature,integral,integral_byweight
0,150.0,2.297923899330558,0.16171193866527203
1,150.0,2.296086150404161,0.16158261064803253
2,150.0,2.293913043620077,0.16142968247182823
3,150.0,2.2943572924562217,0.1614609456222588
4,150.0,2.294564426175074,0.16147552225608394
5,150.0,2.298463476302335,0.1617499103484033
6,151.0,2.2977349864714793,0.16169864428912262
7,152.0,2.301294746805107,0.16194915552010913
8,153.0,2.2948749237857275,0.16149737292336858
9,156.0,2.275281434697758,0.1601185191212233
10,158.0,2.2536531541568907,0.158596470816108
11,161.0,2.2459379959557446,0.15805353151764817
12,165.0,2.2297751916978847,0.156916105508211
13,168.0,2.212551522046063,0.15570402315372672
14,173.0,2.2009336189011717,0.1548864357474018
15,177.0,2.1888542187248343,0.1540363713823468
16,181.0,2.186749787119165,0.15388827608866
17,186.0,2.1769387924165775,0.15319784636030723
18,190.0,2.167486000076276,0.15253262442863416
19,196.0,2.1472582756070766,0.15110913754133815
20,201.0,2.1372526171983988,0.1504050087321286
21,205.0,2.1320131028388336,0.1500362880686651
22,211.0,2.1105119870749447,0.14852318873815296
23,215.0,2.102108803482238,0.14793183098686594
24,220.0,2.095207327981406,0.14744615303068315
25,226.0,2.0748310213909162,0.14601220996470696
26,230.0,2.07195928174197,0.1458101168553101
27,235.0,2.0565095289394404,0.14472287045941157
28,240.0,2.0450084818388383,0.14391350657061577
29,244.0,2.0297807544410174,0.14284188478205903
30,249.0,2.023112640606409,0.14237262920064078
31,253.0,2.003434337299544,0.1409878067622983
32,258.0,1.9925745591086306,0.14022357092958032
33,262.0,1.9791478274315195,0.13927869072267854
34,266.0,1.972812934323346,0.13883288490375717
35,270.0,1.957898712485034,0.13778332546105326
36,274.0,1.9415451491039668,0.13663247514820862
37,278.0,1.9258688299941282,0.13552928458775274
38,282.0,1.9188113564532654,0.1350326285719881
39,286.0,1.892767145940384,0.13319981775772596
40,290.0,1.8774147223599045,0.13211942071710464
41,294.0,1.8630474114147877,0.1311083490680311
42,298.0,1.8405126700599512,0.1295225103407901
43,302.0,1.8249293788830525,0.12842586644073062
44,306.0,1.8099642383865264,0.12737272369618785
45,309.0,1.7900849090451498,0.12597375444046274
46,313.0,1.7733256646067475,0.12479435510983704
47,317.0,1.7529089306392354,0.1233575670455929
48,321.0,1.7337573268876543,0.12200981006716577
49,325.0,1.7103279073084219,0.12036101009469342
50,329.0,1.6942003439380944,0.11922606409438312
51,333.0,1.6766445675538,0.11799061037256695
52,337.0,1.6534354930427804,0.11635731675701375
53,340.0,1.632582481547732,0.11488982650772572
54,344.0,1.606367088472554,0.11304496905257058
55,348.0,1.5880349785918129,0.1117548823662782
56,352.0,1.5619823470643106,0.10992147893944072
57,356.0,1.543867724570588,0.10864669750629456
58,359.0,1.5345093265961625,0.10798811839508622
59,364.0,1.4953912120449953,0.10523525693486019
60,367.0,1.478136595481265,0.10402099675145741
61,371.0,1.4493386593512314,0.10199439783645282
62,375.0,1.4317200223692883,0.1007545204219659
63,379.0,1.405869813756978,0.09893536211528037
64,383.0,1.3781948803190844,0.09698779233719594
65,387.0,1.3567556963356826,0.09547905133564781
66,391.0,1.32831566129221,0.09347763901562796
67,395.0,1.3012169456671085,0.09157061944881346
68,399.0,1.26492189088913,0.0890164253461197
69,403.0,1.2419012934947615,0.08739639544218748
70,407.0,1.2200702560436967,0.08586007851266934
71,411.0,1.1927305504265724,0.08393609974245377
72,415.0,1.1730714317639883,0.08255262738625292
73,419.0,1.1340005335194945,0.07980308868205505
74,423.0,1.1115078600487114,0.07822021040058327
75,427.0,1.0886243434047882,0.07660982728865955
76,430.0,1.0600956558307684,0.07460217621870262
77,435.0,1.0268640788783487,0.07226356842779817
78,438.0,0.9974841796663502,0.07019601498934588
79,442.0,0.9610027774241628,0.0676287070451923
80,446.0,0.9236950240039983,0.06500324623921072
81,450.0,0.8878527040093395,0.062480912469025436
82,454.0,0.8538369042777044,0.06008711652066751
83,458.0,0.8229710011448318,0.05791498843769425
84,462.0,0.7920542488290424,0.055739281942071464
85,466.0,0.7546351237115163,0.05310598356884145
86,470.0,0.7217499062124065,0.050791750152861304
87,474.0,0.6740721313580182,0.0474365191962593
88,478.0,0.6412368920923978,0.04512580290155152
89,482.0,0.6010107039765231,0.04229496291280033
90,486.0,0.5586557713003556,0.03931431665332433
91,490.0,0.5227612728352663,0.03678831092445827
92,494.0,0.4899380058729953,0.03447843715738402
93,497.0,0.45142251108041914,0.03176798389416927
94,500.0,0.42181543057541515,0.029684443012733736
