,temperature,integral,integral_byweight
0,150.0,2.082291172798615,0.25508977154632795
1,150.0,2.0814037030365413,0.2549810526208391
2,151.0,2.081608439151644,0.2550061336899571
3,152.0,2.083516291125756,0.2552398538970914
4,154.0,2.0773551396794043,0.25448508591101776
5,156.0,2.069402233308782,0.25351082011394155
6,159.0,2.0627100543633916,0.25269099893781255
7,162.0,2.0525246990955828,0.25144324839152776
8,165.0,2.0379112964955164,0.24965304268952912
9,169.0,2.0347203496350033,0.24926213774967348
10,173.0,2.035825815068497,0.24939756209789435
11,177.0,2.0226479403851974,0.24778321484120827
12,182.0,2.018333175278022,0.24725463725328808
13,187.0,2.0068424264057794,0.24584697028384256
14,191.0,2.0032236208873875,0.24540365078798332
15,196.0,1.9895580785761153,0.2437295621149982
16,201.0,1.982099696394581,0.24281587769293164
17,206.0,1.9741974705442964,0.24184782048115017
18,211.0,1.9604511510254603,0.24016383624711535
19,216.0,1.9504021941640433,0.2389327951018885
20,221.0,1.9401733426478693,0.23767971607503213
21,226.0,1.9282038486231945,0.23621340073154642
22,230.0,1.9190433109288252,0.23509119481806817
23,235.0,1.9081300780539143,0.23375427608294652
24,240.0,1.8942460847722469,0.23205342621111458
25,245.0,1.87797326528394,0.23005993468605193
26,249.0,1.8744743036044045,0.22963129658435816
27,253.0,1.8573475435809441,0.22753319361067964
28,258.0,1.8334563954326402,0.22460642352072174
29,262.0,1.8216714211916731,0.22316271265738113
30,267.0,1.8100089395179098,0.2217340076690076
31,271.0,1.788734573944356,0.2191278048839009
32,275.0,1.7745691954989542,0.21739248409941697
33,279.0,1.7544747414196444,0.21493082563041907
34,283.0,1.7322272640580854,0.21220541239725685
35,287.0,1.7105609722533412,0.20955119693549695
36,291.0,1.6974707060427856,0.20794758209970846
37,294.0,1.6746569973130665,0.20515280304862743
38,298.0,1.6575180887571699,0.20305321182661734
39,302.0,1.6362370207053847,0.20044618795862693
40,306.0,1.6193712042289268,0.1983800517101888
41,310.0,1.5942567695474803,0.19530342367224007
42,314.0,1.579508827223886,0.19349673626595967
43,318.0,1.560073272244517,0.19111579581712707
44,321.0,1.5430801438350248,0.1890340633003394
45,325.0,1.5239147852494348,0.18668622309092675
46,329.0,1.5028853151341106,0.18411002107003044
47,333.0,1.4844991837713275,0.1818576396018568
48,337.0,1.4702273458226995,0.18010927706283267
49,340.0,1.4520703511716857,0.17788496584353763
50,344.0,1.428081209928935,0.17494619117112647
51,348.0,1.4056362806453155,0.17219658921433725
52,352.0,1.3813414336423304,0.16922036424988374
53,356.0,1.3633242694391252,0.16701318287172362
54,360.0,1.3424712375743355,0.16445859530782966
55,364.0,1.3212396880604615,0.16185763767720704
56,368.0,1.2947048749232082,0.15860700706914027
57,372.0,1.2707585741845506,0.15567348054576072
58,376.0,1.2521472702437892,0.1533935144524274
59,379.0,1.2308698837391843,0.1507869415900607
60,384.0,1.2127920513650476,0.14857232809574644
61,388.0,1.1847711141533994,0.14513964079187308
62,391.0,1.1598229158471596,0.14208337743660088
63,395.0,1.1368082617240733,0.13926398169638582
64,399.0,1.1111311314808852,0.13611842099226154
65,403.0,1.0860265511607123,0.13304300015664786
66,407.0,1.0665389544015609,0.13065568436228767
67,411.0,1.0475944144994835,0.12833489540692933
68,415.0,1.0166448348724402,0.12454343660440914
69,419.0,0.9961264183774116,0.12202984088610494
70,423.0,0.9672379705638657,0.1184908797411171
71,427.0,0.947074466503,0.11602076234752187
72,431.0,0.9256702364075252,0.11339865059076817
73,435.0,0.8976094988761611,0.1099610875737398
74,439.0,0.8689525012751925,0.10645048009159315
75,443.0,0.8425560003235102,0.1032167933309
76,447.0,0.8109348876458408,0.09934306879402541
77,451.0,0.7823830156691968,0.09584533966042239
78,454.0,0.7547155157696661,0.09245594997235886
79,458.0,0.7244024437733801,0.08874246613714316
80,462.0,0.7034553808107505,0.08617635935270045
81,466.0,0.6724520414300231,0.08237831474533952
82,470.0,0.6421024668052768,0.07866035917856369
83,474.0,0.6092067079039728,0.07463048490709058
84,478.0,0.5783468526273363,0.07085001772973139
85,482.0,0.5462597008500183,0.06691920136582798
86,486.0,0.5187291364319797,0.06354658687287007
87,490.0,0.49532462335928856,0.06067943170703331
88,493.0,0.4617207677395296,0.05656281249205615
89,497.0,0.43651539021277885,0.053475043557994775
90,500.0,0.41118032136305926,0.05037138686991521
