,Temperature(K),DMP_norm,Product_yield,deviation from 100%,1/T,ln(k)_conversion,ln(k)_product
0,788.13,90.62176175947016,9.305186197572738,99.9269479570429,0.0012688262088741706,-22.99499765608392,-22.99499765608392
1,758.13,97.1923163616127,3.1925635366960456,100.38487989830874,0.0013190349939983907,-24.101675552778243,-24.10167555277824
2,773.13,94.6974342242774,5.442093716873709,100.13952794115112,0.0012934435347224918,-23.55419654261305,-23.554196542613052
3,743.13,98.45607122637261,1.9301910383050147,100.38626226467763,0.0013456595750407062,-24.611319255411626,-24.611319255411622
