,Temperature(K),DMP_norm,Product_yield,deviation from 100%,1/T,ln(k)_conversion,ln(k)_product
0,788.13,93.84367094616138,5.784139608640367,99.62781055480175,0.0012688262088741706,-23.094409460887647,-23.094409460887647
1,773.13,95.51961183095045,3.5779614362803525,99.0975732672308,0.0012934435347224918,-23.58082560187707,-23.58082560187707
2,758.13,96.63556194367341,2.2122014922434445,98.84776343591685,0.0013190349939983907,-24.066141237266912,-24.066141237266905
3,743.13,97.04879976581626,1.4445062352539388,98.4933060010702,0.0013456595750407062,-24.492686997271623,-24.49268699727163
