,Temperature(K),DMP_norm,Product_yield,deviation from 100%,1/T,ln(k)_conversion,ln(k)_product
0,788.13,86.64141556819615,13.466695258374378,100.10811082657052,0.0012688262088741706,-22.159942569835952,-22.15994256983595
1,773.13,92.24976650299888,8.005647524860507,100.25541402785939,0.0012934435347224918,-22.711530067783226,-22.711530067783226
2,758.13,95.8102952267099,4.722936161496622,100.53323138820652,0.0013190349939983907,-23.25937336867958,-23.25937336867958
3,743.13,97.63910764701966,2.881655513883887,100.52076316090354,0.0013456595750407062,-23.76276982764144,-23.76276982764143
