,Temperature(K),DMP_norm,Product_yield,deviation from 100%,1/T,ln(k)_conversion,ln(k)_product
0,788.13,84.18263532784508,15.052633867752661,99.23526919559774,0.0012688262088741706,-21.719747369171454,-21.719747369171454
1,773.13,89.04105372502656,9.800507122384829,98.84156084741139,0.0012934435347224918,-22.174259956184944,-22.174259956184944
2,758.13,91.97615443812361,6.168487818322555,98.14464225644618,0.0013190349939983907,-22.64963963754414,-22.64963963754414
3,743.13,94.02011686432415,3.8323607499692502,97.8524776142934,0.0013456595750407062,-23.135002353445444,-23.135002353445444
