peak,norm_integral,x01,sigma,gamma,A
58.0,0.34369476389175496,57.51058161214733,4.686102147032739,1.7103962704112228,12.988500395093972
-2.0,0.3897568944504967,-1.6307271708634528,6.50044534435098e-06,10.13930315195862,16.0160532563927
39.0,0.2665483416577484,39.40323043213113,9.8540582978356,5.953009084639801,10.425095037965026
