peak,norm_integral,x01,sigma,gamma,A
61.0,0.7629899027282143,61.01251024391267,1.086221856517423,2.6035711896966216,9.240557657599945
-0.0,0.2370100972717856,-0.3779510022418204,4.10994030776927e-07,2.330877629553243,2.8624684537202874
