peak,norm_integral,x01,sigma,gamma,A
60.0,0.8118487866018324,60.47503928794985,2.18278831210647,2.182997644615823,9.98649532134452
0.0,0.18815121339816773,0.034907373106279206,0.594842835630544,1.482353268174891,2.2925461834364746
