peak,norm_integral,x01,sigma,gamma,A
57.0,0.6581238895572267,56.65230332073793,0.6358392451653185,7.8271046414512275,23.579118487245466
-0.0,0.28966587477407374,-0.1855118237891634,6.827652663940758e-06,9.23289550891975,10.401706678114317
28.0,0.05221023566869959,28.28531399258438,6.00055758015488,2.492389009542391,1.8028005725264349
