peak,norm_integral,x01,sigma,gamma,A
59.0,0.573114691758438,59.06249997498768,0.5000283393284913,5.09888341018935,15.564789186642203
-1.0,0.12064155860378038,-1.1059092777700965,3.0961174826669397e-09,2.3484833056617633,3.1843198165693423
12.0,0.3062437496377816,12.250983398410627,8.908540536862246e-07,5.6157314465454276,8.24983243686775
