peak,norm_integral,x01,sigma,gamma,A
61.0,0.7495058418870758,61.34342591275833,3.080540308723105e-08,3.982201505627231,12.298999640803814
-1.0,0.2504941581129242,-0.5626118898399113,0.6420163607445821,3.4799024568572126,4.1434737467862135
