peak,norm_integral,x01,sigma,gamma,A
61.0,0.35976421695437827,60.56555423093204,1.505162531599347,2.784541700751107,8.773168050761502
1.0,0.27524487327073205,1.005876589027656,0.0005237238874809905,7.410133007290618,6.807083454704761
47.0,0.3649909097748898,47.176213110552176,13.426487526028923,-0.7544953742728271,8.791270829255772

